name,row,ciclo,clave_plantel,cve_programa,modalidad,titulados_h,titulados_m,titulados_nb,titulados_t,ti_discapacidad_h,ti_discapacidad_m,ti_discapacidad_nb,ti_discapacidad_t,ti_habla_indigena_h,ti_habla_indigena_m,ti_habla_indigena_nb,ti_habla_indigena_t
671 2023-2024 14USU0222K 5071700019,671,2023-2024,14USU0222K,5071700019,Escolarizada,0,1,,1,,,,0,,,,0
672 2023-2024 14USU0230T 4093100005,672,2023-2024,14USU0230T,4093100005,Escolarizada,3,6,,9,,,,0,,,,0
673 2023-2024 14USU0230T 4094100005,673,2023-2024,14USU0230T,4094100005,Escolarizada,9,39,,48,,,,0,,,,0
674 2023-2024 14USU0230T 4094100010,674,2023-2024,14USU0230T,4094100010,Escolarizada,10,11,,21,,,,0,,,,0
675 2023-2024 14USU0230T 4095300010,675,2023-2024,14USU0230T,4095300010,Escolarizada,25,37,,62,,,,0,,,,0
676 2023-2024 14USU0230T 4103100001,676,2023-2024,14USU0230T,4103100001,Escolarizada,11,10,,21,,,,0,,,,0
677 2023-2024 14USU0230T 5031100007,677,2023-2024,14USU0230T,5031100007,Escolarizada,59,205,,264,,,,2,,,,0
678 2023-2024 14USU0230T 5033200024,678,2023-2024,14USU0230T,5033200024,Escolarizada,0,0,,0,,,,0,,,,0
679 2023-2024 14USU0230T 5091100011,679,2023-2024,14USU0230T,5091100011,Escolarizada,278,380,,658,,,,1,,,,0
680 2023-2024 14USU0230T 5092100006,680,2023-2024,14USU0230T,5092100006,Escolarizada,94,335,,429,,,,0,,,,2
681 2023-2024 14USU0230T 5093100002,681,2023-2024,14USU0230T,5093100002,Escolarizada,82,163,,245,,,,0,,,,0
682 2023-2024 14USU0230T 5094100009,682,2023-2024,14USU0230T,5094100009,Escolarizada,0,0,,0,,,,0,,,,0
683 2023-2024 14USU0230T 5094200006,683,2023-2024,14USU0230T,5094200006,Escolarizada,16,113,,129,,,,0,,,,0
684 2023-2024 14USU0230T 5094300009,684,2023-2024,14USU0230T,5094300009,Escolarizada,0,0,,0,,,,0,,,,0
685 2023-2024 14USU0230T 5101100015,685,2023-2024,14USU0230T,5101100015,Escolarizada,61,40,,101,,,,0,,,,0
686 2023-2024 14USU0002Z 7011400011,686,2023-2024,14USU0002Z,7011400011,Escolarizada,1,2,,3,,,,0,,,,0
687 2023-2024 14USU0002Z 7031000052,687,2023-2024,14USU0002Z,7031000052,Escolarizada,0,0,,0,,,,0,,,,0
688 2023-2024 14USU0002Z 7031200009,688,2023-2024,14USU0002Z,7031200009,Escolarizada,0,0,,0,,,,0,,,,0
689 2023-2024 14USU0002Z 7033100026,689,2023-2024,14USU0002Z,7033100026,Escolarizada,1,0,,1,,,,0,,,,0
690 2023-2024 14USU0002Z 7042100033,690,2023-2024,14USU0002Z,7042100033,Escolarizada,1,4,,5,,,,0,,,,1
691 2023-2024 14USU0002Z 7095600030,691,2023-2024,14USU0002Z,7095600030,Escolarizada,10,10,,20,,,,1,,,,0
692 2023-2024 14USU0003Y 7011400011,692,2023-2024,14USU0003Y,7011400011,Escolarizada,4,5,,9,,,,0,,,,0
693 2023-2024 14USU0003Y 7012500034,693,2023-2024,14USU0003Y,7012500034,Escolarizada,0,0,,0,,,,0,,,,0
694 2023-2024 14USU0003Y 7031100043,694,2023-2024,14USU0003Y,7031100043,Escolarizada,0,0,,0,,,,0,,,,0
695 2023-2024 14USU0003Y 7031200071,695,2023-2024,14USU0003Y,7031200071,Escolarizada,1,2,,3,,,,0,,,,0
696 2023-2024 14USU0003Y 7042100033,696,2023-2024,14USU0003Y,7042100033,Escolarizada,2,1,,3,,,,0,,,,0
697 2023-2024 14USU0003Y 7042100268,697,2023-2024,14USU0003Y,7042100268,Escolarizada,0,0,,0,,,,0,,,,0
698 2023-2024 14USU0003Y 7052100021,698,2023-2024,14USU0003Y,7052100021,Escolarizada,5,0,,5,,,,0,,,,0
699 2023-2024 14USU0003Y 7061300005,699,2023-2024,14USU0003Y,7061300005,Escolarizada,3,1,,4,,,,0,,,,0
700 2023-2024 14USU0003Y 7071300003,700,2023-2024,14USU0003Y,7071300003,Escolarizada,4,0,,4,,,,0,,,,0
701 2023-2024 14USU0003Y 8052100019,701,2023-2024,14USU0003Y,8052100019,Escolarizada,1,1,,2,,,,0,,,,0
702 2023-2024 14USU0004X 7011400029,702,2023-2024,14USU0004X,7011400029,No escolarizada,0,8,,8,,,,0,,,,0
703 2023-2024 14USU0004X 7012400001,703,2023-2024,14USU0004X,7012400001,No escolarizada,1,1,,2,,,,0,,,,1
704 2023-2024 14USU0004X 7021000014,704,2023-2024,14USU0004X,7021000014,No escolarizada,1,2,,3,,,,0,,,,0
705 2023-2024 14USU0004X 7031300041,705,2023-2024,14USU0004X,7031300041,No escolarizada,5,2,,7,,,,0,,,,0
706 2023-2024 14USU0004X 7032100037,706,2023-2024,14USU0004X,7032100037,No escolarizada,3,3,,6,,,,0,,,,0
707 2023-2024 14USU0004X 7041100029,707,2023-2024,14USU0004X,7041100029,No escolarizada,10,4,,14,,,,0,,,,0
708 2023-2024 14USU0004X 7042100177,708,2023-2024,14USU0004X,7042100177,No escolarizada,3,0,,3,,,,0,,,,0
709 2023-2024 14USU0004X 7042100311,709,2023-2024,14USU0004X,7042100311,No escolarizada,3,4,,7,,,,0,,,,0
710 2023-2024 14USU0004X 7042300030,710,2023-2024,14USU0004X,7042300030,No escolarizada,2,1,,3,,,,0,,,,0
711 2023-2024 14USU0004X 7042300040,711,2023-2024,14USU0004X,7042300040,No escolarizada,3,1,,4,,,,0,,,,0
712 2023-2024 14USU0004X 8011400005,712,2023-2024,14USU0004X,8011400005,No escolarizada,2,3,,5,,,,0,,,,0
713 2023-2024 14USU0004X 8021000011,713,2023-2024,14USU0004X,8021000011,No escolarizada,0,1,,1,,,,0,,,,0
714 2023-2024 14USU0005W 7012602009,714,2023-2024,14USU0005W,7012602009,Escolarizada,1,0,,1,,,,0,,,,0
715 2023-2024 14USU0005W 7022300036,715,2023-2024,14USU0005W,7022300036,Escolarizada,1,0,,1,,,,0,,,,0
716 2023-2024 14USU0008T 6091323001,716,2023-2024,14USU0008T,6091323001,Escolarizada,0,0,,0,,,,0,,,,0
717 2023-2024 14USU0008T 6091326001,717,2023-2024,14USU0008T,6091326001,Escolarizada,0,0,,0,,,,0,,,,0
718 2023-2024 14USU0008T 7022600002,718,2023-2024,14USU0008T,7022600002,Escolarizada,0,0,,0,,,,0,,,,0
719 2023-2024 14USU0008T 7031200016,719,2023-2024,14USU0008T,7031200016,Escolarizada,0,0,,0,,,,0,,,,0
720 2023-2024 14USU0008T 7031300118,720,2023-2024,14USU0008T,7031300118,Escolarizada,0,0,,0,,,,0,,,,0
721 2023-2024 14USU0008T 7042300011,721,2023-2024,14USU0008T,7042300011,Escolarizada,2,3,,5,,,,0,,,,0
722 2023-2024 14USU0008T 7052300035,722,2023-2024,14USU0008T,7052300035,Escolarizada,0,0,,0,,,,0,,,,0
723 2023-2024 14USU0008T 7061100016,723,2023-2024,14USU0008T,7061100016,Escolarizada,0,0,,0,,,,0,,,,0
724 2023-2024 14USU0008T 7071000033,724,2023-2024,14USU0008T,7071000033,Escolarizada,1,1,,2,,,,0,,,,0
725 2023-2024 14USU0008T 7071200021,725,2023-2024,14USU0008T,7071200021,Escolarizada,1,1,,2,,,,0,,,,0
726 2023-2024 14USU0008T 7102100006,726,2023-2024,14USU0008T,7102100006,Escolarizada,0,2,,2,,,,0,,,,0
727 2023-2024 14USU0008T 8033100003,727,2023-2024,14USU0008T,8033100003,Escolarizada,4,1,,5,,,,0,,,,0
728 2023-2024 14USU0008T 8052300021,728,2023-2024,14USU0008T,8052300021,Escolarizada,0,0,,0,,,,0,,,,0
729 2023-2024 14USU0008T 8071200008,729,2023-2024,14USU0008T,8071200008,Escolarizada,6,2,,8,,,,0,,,,0
730 2023-2024 14USU0008T 8091345016,730,2023-2024,14USU0008T,8091345016,Escolarizada,0,0,,0,,,,0,,,,0
731 2023-2024 14USU0008T 8102100001,731,2023-2024,14USU0008T,8102100001,Escolarizada,0,2,,2,,,,0,,,,0
732 2023-2024 14USU0010H 7011200033,732,2023-2024,14USU0010H,7011200033,Escolarizada,2,1,,3,,,,0,,,,0
733 2023-2024 14USU0010H 7012603017,733,2023-2024,14USU0010H,7012603017,Escolarizada,4,6,,10,,,,0,,,,0
734 2023-2024 14USU0010H 7022200011,734,2023-2024,14USU0010H,7022200011,Escolarizada,0,3,,3,,,,0,,,,0
735 2023-2024 14USU0010H 7022200019,735,2023-2024,14USU0010H,7022200019,Escolarizada,0,0,,0,,,,0,,,,0
736 2023-2024 14USU0010H 7022300005,736,2023-2024,14USU0010H,7022300005,Escolarizada,7,2,,9,,,,0,,,,0
737 2023-2024 14USU0010H 7022300034,737,2023-2024,14USU0010H,7022300034,Escolarizada,0,0,,0,,,,0,,,,0
738 2023-2024 14USU0010H 7022300037,738,2023-2024,14USU0010H,7022300037,Escolarizada,0,0,,0,,,,0,,,,0
739 2023-2024 14USU0010H 7022400002,739,2023-2024,14USU0010H,7022400002,Escolarizada,2,7,,9,,,,0,,,,0
740 2023-2024 14USU0010H 7022500008,740,2023-2024,14USU0010H,7022500008,Escolarizada,0,0,,0,,,,0,,,,0
741 2023-2024 14USU0010H 7022500015,741,2023-2024,14USU0010H,7022500015,Escolarizada,0,1,,1,,,,0,,,,0
742 2023-2024 14USU0010H 7022600002,742,2023-2024,14USU0010H,7022600002,Escolarizada,2,0,,2,,,,0,,,,0
743 2023-2024 14USU0010H 7022600008,743,2023-2024,14USU0010H,7022600008,Escolarizada,6,4,,10,,,,0,,,,0
744 2023-2024 14USU0010H 7031000001,744,2023-2024,14USU0010H,7031000001,Escolarizada,6,7,,13,,,,0,,,,0
745 2023-2024 14USU0010H 7031200043,745,2023-2024,14USU0010H,7031200043,Escolarizada,4,8,,12,,,,0,,,,0
746 2023-2024 14USU0010H 7031200087,746,2023-2024,14USU0010H,7031200087,Escolarizada,0,0,,0,,,,0,,,,0
747 2023-2024 14USU0010H 7031300005,747,2023-2024,14USU0010H,7031300005,Escolarizada,3,2,,5,,,,0,,,,0
748 2023-2024 14USU0010H 7031300078,748,2023-2024,14USU0010H,7031300078,Escolarizada,1,0,,1,,,,0,,,,0
749 2023-2024 14USU0010H 7032100004,749,2023-2024,14USU0010H,7032100004,Escolarizada,0,3,,3,,,,0,,,,0
750 2023-2024 14USU0010H 7032100049,750,2023-2024,14USU0010H,7032100049,Escolarizada,0,0,,0,,,,0,,,,0
751 2023-2024 14USU0010H 7033100026,751,2023-2024,14USU0010H,7033100026,Escolarizada,29,20,,49,,,,0,,,,0
752 2023-2024 14USU0010H 7073100005,752,2023-2024,14USU0010H,7073100005,Escolarizada,2,1,,3,,,,0,,,,0
753 2023-2024 14USU0010H 7031200035,753,2023-2024,14USU0010H,7031200035,Escolarizada,0,0,,0,,,,0,,,,0
754 2023-2024 14USU0010H 8011000006,754,2023-2024,14USU0010H,8011000006,Escolarizada,2,0,,2,,,,0,,,,0
755 2023-2024 14USU0010H 8011500003,755,2023-2024,14USU0010H,8011500003,Escolarizada,2,5,,7,,,,0,,,,1
756 2023-2024 14USU0010H 8022000001,756,2023-2024,14USU0010H,8022000001,Escolarizada,0,1,,1,,,,0,,,,0
757 2023-2024 14USU0010H 8022500004,757,2023-2024,14USU0010H,8022500004,Escolarizada,1,2,,3,,,,0,,,,0
758 2023-2024 14USU0010H 8031000001,758,2023-2024,14USU0010H,8031000001,Escolarizada,4,6,,10,,,,0,,,,0
759 2023-2024 14USU0010H 8031300003,759,2023-2024,14USU0010H,8031300003,Escolarizada,6,1,,7,,,,0,,,,0
760 2023-2024 14USU0010H 8033100009,760,2023-2024,14USU0010H,8033100009,Escolarizada,7,2,,9,,,,0,,,,0
761 2023-2024 14USU0010H 8052300012,761,2023-2024,14USU0010H,8052300012,Escolarizada,0,1,,1,,,,0,,,,0
762 2023-2024 14USU0110G 6041100014,762,2023-2024,14USU0110G,6041100014,Escolarizada,0,0,,0,,,,0,,,,0
763 2023-2024 14USU0110G 7012604029,763,2023-2024,14USU0110G,7012604029,Escolarizada,2,2,,4,,,,0,,,,0
764 2023-2024 14USU0110G 7041100029,764,2023-2024,14USU0110G,7041100029,Escolarizada,0,0,,0,,,,0,,,,0
765 2023-2024 14USU0110G 7052100009,765,2023-2024,14USU0110G,7052100009,Escolarizada,4,2,,6,,,,0,,,,0
766 2023-2024 14USU0110G 7052200003,766,2023-2024,14USU0110G,7052200003,Escolarizada,2,2,,4,,,,0,,,,0
767 2023-2024 14USU0110G 7052200006,767,2023-2024,14USU0110G,7052200006,Escolarizada,3,4,,7,,,,0,,,,0
768 2023-2024 14USU0110G 7052200018,768,2023-2024,14USU0110G,7052200018,Escolarizada,2,3,,5,,,,0,,,,0
769 2023-2024 14USU0110G 7052300003,769,2023-2024,14USU0110G,7052300003,Escolarizada,0,0,,0,,,,0,,,,0
770 2023-2024 14USU0110G 7052300025,770,2023-2024,14USU0110G,7052300025,Escolarizada,1,0,,1,,,,0,,,,0
771 2023-2024 14USU0110G 7053100007,771,2023-2024,14USU0110G,7053100007,Escolarizada,4,2,,6,,,,0,,,,0
772 2023-2024 14USU0110G 7061300011,772,2023-2024,14USU0110G,7061300011,Escolarizada,0,0,,0,,,,0,,,,0
773 2023-2024 14USU0110G 7061300057,773,2023-2024,14USU0110G,7061300057,Escolarizada,0,0,,0,,,,0,,,,0
774 2023-2024 14USU0110G 7062000007,774,2023-2024,14USU0110G,7062000007,Escolarizada,2,1,,3,,,,0,,,,0
775 2023-2024 14USU0110G 7062200074,775,2023-2024,14USU0110G,7062200074,Escolarizada,2,1,,3,,,,0,,,,0
776 2023-2024 14USU0110G 7071200009,776,2023-2024,14USU0110G,7071200009,Escolarizada,1,0,,1,,,,0,,,,0
777 2023-2024 14USU0110G 7071300026,777,2023-2024,14USU0110G,7071300026,Escolarizada,9,0,,9,,,,1,,,,0
778 2023-2024 14USU0110G 7071300053,778,2023-2024,14USU0110G,7071300053,Escolarizada,0,0,,0,,,,0,,,,0
779 2023-2024 14USU0110G 7071400012,779,2023-2024,14USU0110G,7071400012,Escolarizada,3,2,,5,,,,1,,,,0
780 2023-2024 14USU0110G 7071600009,780,2023-2024,14USU0110G,7071600009,Escolarizada,0,1,,1,,,,0,,,,0
781 2023-2024 14USU0110G 7071600020,781,2023-2024,14USU0110G,7071600020,Escolarizada,5,2,,7,,,,0,,,,0
782 2023-2024 14USU0110G 7071700001,782,2023-2024,14USU0110G,7071700001,Escolarizada,1,0,,1,,,,0,,,,0
783 2023-2024 14USU0110G 7071700002,783,2023-2024,14USU0110G,7071700002,Escolarizada,0,0,,0,,,,0,,,,0
784 2023-2024 14USU0110G 7071700009,784,2023-2024,14USU0110G,7071700009,Escolarizada,0,0,,0,,,,0,,,,0
785 2023-2024 14USU0110G 7072100008,785,2023-2024,14USU0110G,7072100008,Escolarizada,1,0,,1,,,,0,,,,0
786 2023-2024 14USU0110G 7072100012,786,2023-2024,14USU0110G,7072100012,Escolarizada,0,0,,0,,,,0,,,,0
787 2023-2024 14USU0110G 7095300001,787,2023-2024,14USU0110G,7095300001,Escolarizada,0,0,,0,,,,0,,,,0
788 2023-2024 14USU0110G 7101500016,788,2023-2024,14USU0110G,7101500016,Escolarizada,0,1,,1,,,,0,,,,0
789 2023-2024 14USU0110G 8052000007,789,2023-2024,14USU0110G,8052000007,Escolarizada,0,0,,0,,,,0,,,,0
790 2023-2024 14USU0110G 8052100009,790,2023-2024,14USU0110G,8052100009,Escolarizada,5,0,,5,,,,0,,,,0
791 2023-2024 14USU0110G 8052200001,791,2023-2024,14USU0110G,8052200001,Escolarizada,3,1,,4,,,,0,,,,0
792 2023-2024 14USU0110G 8052200009,792,2023-2024,14USU0110G,8052200009,Escolarizada,2,0,,2,,,,0,,,,0
793 2023-2024 14USU0110G 8052200018,793,2023-2024,14USU0110G,8052200018,Escolarizada,10,2,,12,,,,0,,,,0
794 2023-2024 14USU0110G 8052200023,794,2023-2024,14USU0110G,8052200023,Escolarizada,0,0,,0,,,,0,,,,0
795 2023-2024 14USU0110G 8053100005,795,2023-2024,14USU0110G,8053100005,Escolarizada,0,0,,0,,,,0,,,,0
796 2023-2024 14USU0110G 8061100020,796,2023-2024,14USU0110G,8061100020,Escolarizada,0,0,,0,,,,0,,,,0
797 2023-2024 14USU0110G 8071300016,797,2023-2024,14USU0110G,8071300016,Escolarizada,14,1,,15,,,,0,,,,0
798 2023-2024 14USU0110G 8071400003,798,2023-2024,14USU0110G,8071400003,Escolarizada,2,4,,6,,,,0,,,,0
799 2023-2024 14USU0120N 7011000042,799,2023-2024,14USU0120N,7011000042,Escolarizada,1,1,,2,,,,0,,,,0
800 2023-2024 14USU0120N 7011200037,800,2023-2024,14USU0120N,7011200037,Escolarizada,0,0,,0,,,,0,,,,0
801 2023-2024 14USU0120N 7011200077,801,2023-2024,14USU0120N,7011200077,Escolarizada,1,2,,3,,,,0,,,,0
802 2023-2024 14USU0120N 7011400011,802,2023-2024,14USU0120N,7011400011,Escolarizada,9,7,,16,,,,0,,,,0
803 2023-2024 14USU0120N 7012000087,803,2023-2024,14USU0120N,7012000087,Escolarizada,0,0,,0,,,,0,,,,0
804 2023-2024 14USU0120N 7012500034,804,2023-2024,14USU0120N,7012500034,Escolarizada,1,2,,3,,,,0,,,,0
805 2023-2024 14USU0120N 7031300023,805,2023-2024,14USU0120N,7031300023,Escolarizada,2,3,,5,,,,0,,,,0
806 2023-2024 14USU0120N 7031400008,806,2023-2024,14USU0120N,7031400008,Escolarizada,1,1,,2,,,,0,,,,0
807 2023-2024 14USU0120N 7031400038,807,2023-2024,14USU0120N,7031400038,Escolarizada,4,3,,7,,,,0,,,,0
808 2023-2024 14USU0120N 7031500062,808,2023-2024,14USU0120N,7031500062,Escolarizada,1,1,,2,,,,0,,,,0
809 2023-2024 14USU0120N 7041100018,809,2023-2024,14USU0120N,7041100018,Escolarizada,0,0,,0,,,,0,,,,0
810 2023-2024 14USU0120N 7041100024,810,2023-2024,14USU0120N,7041100024,Escolarizada,1,1,,2,,,,0,,,,0
811 2023-2024 14USU0120N 7041100026,811,2023-2024,14USU0120N,7041100026,Escolarizada,4,2,,6,,,,0,,,,0
812 2023-2024 14USU0120N 7041200034,812,2023-2024,14USU0120N,7041200034,Escolarizada,9,5,,14,,,,0,,,,0
813 2023-2024 14USU0120N 7041200042,813,2023-2024,14USU0120N,7041200042,Escolarizada,1,0,,1,,,,0,,,,0
814 2023-2024 14USU0120N 7041300021,814,2023-2024,14USU0120N,7041300021,Escolarizada,3,2,,5,,,,0,,,,0
815 2023-2024 14USU0120N 7041300024,815,2023-2024,14USU0120N,7041300024,Escolarizada,3,5,,8,,,,0,,,,0
816 2023-2024 14USU0120N 7041400008,816,2023-2024,14USU0120N,7041400008,Escolarizada,2,4,,6,,,,0,,,,0
817 2023-2024 14USU0120N 7041400009,817,2023-2024,14USU0120N,7041400009,Escolarizada,2,1,,3,,,,0,,,,0
818 2023-2024 14USU0120N 7041400048,818,2023-2024,14USU0120N,7041400048,Escolarizada,0,0,,0,,,,0,,,,0
819 2023-2024 14USU0120N 7042000002,819,2023-2024,14USU0120N,7042000002,Escolarizada,1,0,,1,,,,0,,,,0
820 2023-2024 14USU0120N 7042100033,820,2023-2024,14USU0120N,7042100033,Escolarizada,12,11,,23,,,,0,,,,0
821 2023-2024 14USU0120N 7042100129,821,2023-2024,14USU0120N,7042100129,Escolarizada,0,0,,0,,,,0,,,,0
822 2023-2024 14USU0120N 7042300031,822,2023-2024,14USU0120N,7042300031,Escolarizada,0,0,,0,,,,0,,,,0
823 2023-2024 14USU0120N 7061000012,823,2023-2024,14USU0120N,7061000012,Escolarizada,2,1,,3,,,,0,,,,0
824 2023-2024 14USU0120N 7062200049,824,2023-2024,14USU0120N,7062200049,Escolarizada,8,2,,10,,,,0,,,,0
825 2023-2024 14USU0120N 7103100010,825,2023-2024,14USU0120N,7103100010,Escolarizada,3,0,,3,,,,0,,,,0
826 2023-2024 14USU0120N 8031300020,826,2023-2024,14USU0120N,8031300020,Escolarizada,5,3,,8,,,,0,,,,0
827 2023-2024 14USU0120N 8031400010,827,2023-2024,14USU0120N,8031400010,Escolarizada,0,0,,0,,,,0,,,,0
828 2023-2024 14USU0120N 8031400014,828,2023-2024,14USU0120N,8031400014,Escolarizada,4,0,,4,,,,0,,,,0
829 2023-2024 14USU0120N 8041400003,829,2023-2024,14USU0120N,8041400003,Escolarizada,2,3,,5,,,,0,,,,0
830 2023-2024 14USU0120N 8042000005,830,2023-2024,14USU0120N,8042000005,Escolarizada,5,8,,13,,,,0,,,,0
831 2023-2024 14USU0120N 8042100051,831,2023-2024,14USU0120N,8042100051,Escolarizada,0,0,,0,,,,0,,,,0
832 2023-2024 14USU0120N 8042500005,832,2023-2024,14USU0120N,8042500005,Escolarizada,2,5,,7,,,,0,,,,0
833 2023-2024 14USU0120N 8062200005,833,2023-2024,14USU0120N,8062200005,Escolarizada,3,2,,5,,,,0,,,,0
834 2023-2024 14USU0130U 6081100005,834,2023-2024,14USU0130U,6081100005,Escolarizada,0,0,,0,,,,0,,,,0
835 2023-2024 14USU0130U 7011000002,835,2023-2024,14USU0130U,7011000002,Escolarizada,4,4,,8,,,,0,,,,0
836 2023-2024 14USU0130U 7022600002,836,2023-2024,14USU0130U,7022600002,Escolarizada,0,0,,0,,,,0,,,,0
837 2023-2024 14USU0130U 7031100005,837,2023-2024,14USU0130U,7031100005,Escolarizada,9,8,,17,,,,0,,,,0
838 2023-2024 14USU0130U 7051100007,838,2023-2024,14USU0130U,7051100007,Escolarizada,1,0,,1,,,,0,,,,0
839 2023-2024 14USU0130U 7051300013,839,2023-2024,14USU0130U,7051300013,Escolarizada,7,2,,9,,,,0,,,,0
840 2023-2024 14USU0130U 7081000006,840,2023-2024,14USU0130U,7081000006,Escolarizada,0,0,,0,,,,0,,,,0
841 2023-2024 14USU0130U 7081100033,841,2023-2024,14USU0130U,7081100033,Escolarizada,0,0,,0,,,,0,,,,0
842 2023-2024 14USU0130U 7081100051,842,2023-2024,14USU0130U,7081100051,Escolarizada,1,0,,1,,,,0,,,,0
843 2023-2024 14USU0130U 7081100056,843,2023-2024,14USU0130U,7081100056,Escolarizada,1,0,,1,,,,0,,,,0
844 2023-2024 14USU0130U 7081100072,844,2023-2024,14USU0130U,7081100072,Escolarizada,0,0,,0,,,,0,,,,0
845 2023-2024 14USU0130U 7095600007,845,2023-2024,14USU0130U,7095600007,Escolarizada,1,0,,1,,,,0,,,,0
846 2023-2024 14USU0130U 7101500016,846,2023-2024,14USU0130U,7101500016,Escolarizada,0,0,,0,,,,0,,,,0
847 2023-2024 14USU0130U 8031100002,847,2023-2024,14USU0130U,8031100002,Escolarizada,10,5,,15,,,,0,,,,0
848 2023-2024 14USU0130U 8051100024,848,2023-2024,14USU0130U,8051100024,Escolarizada,1,0,,1,,,,0,,,,0
849 2023-2024 14USU0130U 8051300007,849,2023-2024,14USU0130U,8051300007,Escolarizada,7,11,,18,,,,0,,,,1
850 2023-2024 14USU0130U 8081100028,850,2023-2024,14USU0130U,8081100028,Escolarizada,0,0,,0,,,,0,,,,0
851 2023-2024 14USU0140A 7012602002,851,2023-2024,14USU0140A,7012602002,Escolarizada,0,0,,0,,,,0,,,,0
852 2023-2024 14USU0140A 7012602009,852,2023-2024,14USU0140A,7012602009,Escolarizada,0,4,,4,,,,0,,,,0
853 2023-2024 14USU0140A 7021300007,853,2023-2024,14USU0140A,7021300007,Escolarizada,2,0,,2,,,,0,,,,0
854 2023-2024 14USU0140A 7021400005,854,2023-2024,14USU0140A,7021400005,Escolarizada,0,0,,0,,,,0,,,,0
855 2023-2024 14USU0140A 7021400038,855,2023-2024,14USU0140A,7021400038,Escolarizada,0,0,,0,,,,0,,,,0
856 2023-2024 14USU0140A 7021600006,856,2023-2024,14USU0140A,7021600006,Escolarizada,3,0,,3,,,,0,,,,0
857 2023-2024 14USU0140A 7021600019,857,2023-2024,14USU0140A,7021600019,Escolarizada,0,3,,3,,,,0,,,,0
858 2023-2024 14USU0140A 7021600021,858,2023-2024,14USU0140A,7021600021,Escolarizada,0,1,,1,,,,0,,,,0
859 2023-2024 14USU0140A 7022300036,859,2023-2024,14USU0140A,7022300036,Escolarizada,0,0,,0,,,,0,,,,0
860 2023-2024 14USU0140A 7042500117,860,2023-2024,14USU0140A,7042500117,Escolarizada,2,3,,5,,,,0,,,,0
861 2023-2024 14USU0140A 7073100051,861,2023-2024,14USU0140A,7073100051,Escolarizada,1,0,,1,,,,0,,,,0
862 2023-2024 14USU0140A 7073100082,862,2023-2024,14USU0140A,7073100082,Escolarizada,1,1,,2,,,,0,,,,0
863 2023-2024 14USU0140A 7073100088,863,2023-2024,14USU0140A,7073100088,Escolarizada,0,1,,1,,,,0,,,,0
864 2023-2024 14USU0140A 7073100089,864,2023-2024,14USU0140A,7073100089,Escolarizada,7,3,,10,,,,0,,,,0
865 2023-2024 14USU0140A 7103100003,865,2023-2024,14USU0140A,7103100003,Escolarizada,1,3,,4,,,,1,,,,0
866 2023-2024 14USU0140A 8021000010,866,2023-2024,14USU0140A,8021000010,Escolarizada,2,0,,2,,,,0,,,,0
867 2023-2024 14USU0140A 8042100049,867,2023-2024,14USU0140A,8042100049,Escolarizada,0,0,,0,,,,0,,,,0
868 2023-2024 14USU0140A 8073100010,868,2023-2024,14USU0140A,8073100010,Escolarizada,8,7,,15,,,,0,,,,0
869 2023-2024 14USU0150H 7011500003,869,2023-2024,14USU0150H,7011500003,Escolarizada,0,0,,0,,,,0,,,,0
870 2023-2024 14USU0160O 7031100041,870,2023-2024,14USU0160O,7031100041,Escolarizada,0,0,,0,,,,0,,,,0
871 2023-2024 14USU0160O 7031100253,871,2023-2024,14USU0160O,7031100253,Escolarizada,0,0,,0,,,,0,,,,0
872 2023-2024 14USU0160O 7031300005,872,2023-2024,14USU0160O,7031300005,Escolarizada,0,0,,0,,,,0,,,,0
873 2023-2024 14USU0160O 7031300048,873,2023-2024,14USU0160O,7031300048,Escolarizada,4,0,,4,,,,0,,,,0
874 2023-2024 14USU0160O 7033100026,874,2023-2024,14USU0160O,7033100026,Escolarizada,0,0,,0,,,,0,,,,0
875 2023-2024 14USU0160O 7042000002,875,2023-2024,14USU0160O,7042000002,Escolarizada,0,0,,0,,,,0,,,,0
876 2023-2024 14USU0160O 7042100033,876,2023-2024,14USU0160O,7042100033,Escolarizada,2,0,,2,,,,0,,,,0
877 2023-2024 14USU0160O 7052000001,877,2023-2024,14USU0160O,7052000001,Escolarizada,0,0,,0,,,,0,,,,0
878 2023-2024 14USU0160O 7053100018,878,2023-2024,14USU0160O,7053100018,Escolarizada,2,0,,2,,,,0,,,,0
879 2023-2024 14USU0160O 7061000002,879,2023-2024,14USU0160O,7061000002,Escolarizada,0,0,,0,,,,0,,,,0
880 2023-2024 14USU0160O 7081100078,880,2023-2024,14USU0160O,7081100078,Escolarizada,2,2,,4,,,,0,,,,0
881 2023-2024 14USU0160O 8031300003,881,2023-2024,14USU0160O,8031300003,Escolarizada,0,0,,0,,,,0,,,,0
882 2023-2024 14USU0160O 8052000002,882,2023-2024,14USU0160O,8052000002,Escolarizada,0,0,,0,,,,0,,,,0
883 2023-2024 14USU0160O 8071000012,883,2023-2024,14USU0160O,8071000012,Escolarizada,0,0,,0,,,,0,,,,0
884 2023-2024 14USU0160O 8081100033,884,2023-2024,14USU0160O,8081100033,Escolarizada,0,1,,1,,,,0,,,,0
885 2023-2024 14USU0190I 6091323001,885,2023-2024,14USU0190I,6091323001,Escolarizada,0,0,,0,,,,0,,,,0
